CatchId, Stage, Number of Cells, SurfaceArea (m2), BedArea (m2), Volume (m3), SLOPE, LENGTHKM, AREASQKM
59, 5.000000, 6728, 615969.944243, 618011.613691, 1642209.954994, 0.0039707090, 4463.500000, 7.665654
59, 10.000000, 12657, 1158790.055802, 1164345.444515, 6111046.246168, 0.0039707090, 4463.500000, 7.665654
51, 0.100000, 33, 3020.978519, 3021.355126, 287.482787, 0.0131642520, 283.800000, 0.109609
51, 0.200000, 39, 3570.247048, 3570.704979, 609.630751, 0.0131642520, 283.800000, 0.109609
51, 0.500000, 57, 5218.053314, 5219.205245, 1934.426264, 0.0131642520, 283.800000, 0.109609
51, 1.000000, 79, 7232.036526, 7236.992678, 5071.442005, 0.0131642520, 283.800000, 0.109609
51, 2.000000, 126, 11534.637883, 11563.934730, 14240.336963, 0.0131642520, 283.800000, 0.109609
51, 5.000000, 365, 33413.782152, 33512.227748, 76035.101402, 0.0131642520, 283.800000, 0.109609
51, 10.000000, 559, 51173.337979, 51306.194659, 301037.453138, 0.0131642520, 283.800000, 0.109609
43, 0.100000, 357, 32683.310041, 32684.639505, 2791.025005, 0.0059056900, 3020.500000, 2.925280
43, 0.200000, 494, 45225.648869, 45228.433310, 6609.463927, 0.0059056900, 3020.500000, 2.925280
43, 0.500000, 851, 77909.289937, 77925.765062, 25318.717303, 0.0059056900, 3020.500000, 2.925280
43, 1.000000, 1385, 126797.366877, 126863.952589, 76474.368311, 0.0059056900, 3020.500000, 2.925280
43, 2.000000, 2430, 222467.574855, 222740.453719, 251423.639327, 0.0059056900, 3020.500000, 2.925280
43, 5.000000, 6060, 554791.841806, 555944.875825, 1395147.274379, 0.0059056900, 3020.500000, 2.925280
43, 10.000000, 10493, 960632.306240, 963283.858949, 5261255.694042, 0.0059056900, 3020.500000, 2.925280
28, 0.100000, 865, 79204.921066, 79218.117136, 7226.979343, 0.0102285390, 7695.900000, 15.174632
28, 0.200000, 1089, 99715.511464, 99730.840545, 15989.269030, 0.0102285390, 7695.900000, 15.174632
28, 0.500000, 2018, 184780.595903, 184833.726475, 59439.189899, 0.0102285390, 7695.900000, 15.174632
28, 1.000000, 3212, 294109.799783, 294302.430131, 179279.618319, 0.0102285390, 7695.900000, 15.174632
28, 2.000000, 5351, 489969.296078, 490670.683202, 572597.659809, 0.0102285390, 7695.900000, 15.174632
28, 5.000000, 10983, 1005668.219746, 1008946.986278, 2812699.103931, 0.0102285390, 7695.900000, 15.174632
28, 10.000000, 23772, 2176696.633251, 2185446.306254, 10708803.954593, 0.0102285390, 7695.900000, 15.174632
36, 0.100000, 441, 40381.280780, 40389.045804, 3780.515131, 0.0127506890, 4298.600000, 7.887709
36, 0.200000, 510, 46699.485192, 46708.051303, 8090.565000, 0.0127506890, 4298.600000, 7.887709
36, 0.500000, 917, 83967.572289, 83998.777305, 27238.543970, 0.0127506890, 4298.600000, 7.887709
36, 1.000000, 1487, 136160.632059, 136262.232307, 83012.277832, 0.0127506890, 4298.600000, 7.887709
36, 2.000000, 2462, 225438.729796, 225841.180390, 264356.311916, 0.0127506890, 4298.600000, 7.887709
36, 5.000000, 4995, 457381.622485, 459366.431662, 1289335.196115, 0.0127506890, 4298.600000, 7.887709
36, 10.000000, 10007, 916326.046762, 921918.864924, 4725438.025946, 0.0127506890, 4298.600000, 7.887709
42, 0.100000, 1083, 99132.144829, 99141.852192, 8839.953365, 0.0074008120, 9273.800000, 12.927698
42, 0.200000, 1457, 133365.135089, 133378.192004, 20487.396796, 0.0074008120, 9273.800000, 12.927698
42, 0.500000, 2554, 233775.801857, 233827.350291, 76218.761237, 0.0074008120, 9273.800000, 12.927698
42, 1.000000, 4241, 388190.894801, 388395.353584, 234928.624286, 0.0074008120, 9273.800000, 12.927698
42, 2.000000, 6952, 636330.439789, 637133.319509, 747435.100944, 0.0074008120, 9273.800000, 12.927698
42, 5.000000, 17340, 1587145.330854, 1591276.358429, 3972842.577170, 0.0074008120, 9273.800000, 12.927698
42, 10.000000, 42528, 3892617.392145, 3901827.722989, 17378416.591883, 0.0074008120, 9273.800000, 12.927698
2, 0.100000, 732, 66996.005016, 67005.089981, 6288.921003, 0.0125688510, 7073.800000, 9.685953
2, 0.200000, 904, 82738.679679, 82749.554440, 13711.001155, 0.0125688510, 7073.800000, 9.685953
2, 0.500000, 1679, 153670.576702, 153716.808833, 49190.054577, 0.0125688510, 7073.800000, 9.685953
2, 1.000000, 2793, 255628.102978, 255807.962896, 151836.598136, 0.0125688510, 7073.800000, 9.685953
2, 2.000000, 4903, 448743.514394, 449390.186405, 505015.310141, 0.0125688510, 7073.800000, 9.685953
2, 5.000000, 12386, 1133616.018148, 1135879.592855, 2859049.998192, 0.0125688510, 7073.800000, 9.685953
2, 10.000000, 24806, 2270340.934000, 2275793.744152, 11377271.502947, 0.0125688510, 7073.800000, 9.685953
10, 0.100000, 484, 44300.032284, 44307.054695, 4082.038437, 0.0133556410, 4550.700000, 8.904589
10, 0.200000, 632, 57846.618490, 57855.138173, 9112.307104, 0.0133556410, 4550.700000, 8.904589
10, 0.500000, 1151, 105350.085161, 105379.377298, 33969.059070, 0.0133556410, 4550.700000, 8.904589
10, 1.000000, 1935, 177108.286978, 177219.589769, 104810.450512, 0.0133556410, 4550.700000, 8.904589
10, 2.000000, 3497, 320076.429138, 320457.130331, 354068.768096, 0.0133556410, 4550.700000, 8.904589
10, 5.000000, 8381, 767102.337496, 768476.121357, 1979118.187278, 0.0133556410, 4550.700000, 8.904589
10, 10.000000, 16862, 1543349.454557, 1546258.081479, 7704867.008711, 0.0133556410, 4550.700000, 8.904589
34, 0.100000, 307, 28100.160941, 28105.013177, 2651.010975, 0.0161850760, 3181.600000, 2.751482
34, 0.200000, 397, 36338.303287, 36344.070823, 5779.475143, 0.0161850760, 3181.600000, 2.751482
34, 0.500000, 813, 74415.550280, 74437.376706, 22380.753880, 0.0161850760, 3181.600000, 2.751482
34, 1.000000, 1446, 132354.650636, 132426.933871, 73568.905271, 0.0161850760, 3181.600000, 2.751482
34, 2.000000, 2657, 243198.665473, 243413.197471, 260541.888230, 0.0161850760, 3181.600000, 2.751482
34, 5.000000, 6365, 582594.939108, 583219.118836, 1514234.249749, 0.0161850760, 3181.600000, 2.751482
34, 10.000000, 11230, 1027886.547500, 1029275.818567, 5536009.370901, 0.0161850760, 3181.600000, 2.751482
58, 0.100000, 363, 33227.984219, 33234.180092, 3165.749943, 0.0152155540, 3840.800000, 2.622918
58, 0.200000, 417, 38170.971057, 38177.760207, 6686.681328, 0.0152155540, 3840.800000, 2.622918
58, 0.500000, 775, 70941.193834, 70964.762430, 23080.590102, 0.0152155540, 3840.800000, 2.622918
58, 1.000000, 1306, 119547.097769, 119636.973687, 71217.958217, 0.0152155540, 3840.800000, 2.622918
58, 2.000000, 2322, 212548.028617, 212908.368214, 237064.743289, 0.0152155540, 3840.800000, 2.622918
58, 5.000000, 5499, 503359.346702, 504696.019088, 1310449.179499, 0.0152155540, 3840.800000, 2.622918
58, 10.000000, 10999, 1006810.230071, 1009955.463460, 5059807.646925, 0.0152155540, 3840.800000, 2.622918
50, 0.100000, 736, 67378.650179, 67384.614425, 5865.608306, 0.0088751700, 6471.300000, 14.017375
50, 0.200000, 1002, 91730.397779, 91738.960201, 13803.848794, 0.0088751700, 6471.300000, 14.017375
50, 0.500000, 1749, 160114.419177, 160153.725923, 51899.649940, 0.0088751700, 6471.300000, 14.017375
50, 1.000000, 2808, 257060.964392, 257218.984051, 156222.333662, 0.0088751700, 6471.300000, 14.017375
50, 2.000000, 4251, 389161.269781, 389735.341950, 480438.635384, 0.0088751700, 6471.300000, 14.017375
50, 5.000000, 8306, 760377.394385, 763558.774872, 2210370.215056, 0.0088751700, 6471.300000, 14.017375
50, 10.000000, 15665, 1434047.625048, 1444250.619448, 7690841.214627, 0.0088751700, 6471.300000, 14.017375
66, 0.100000, 878, 80381.404851, 80386.364090, 6548.556332, 0.0081309300, 5671.200000, 12.810213
66, 0.200000, 1321, 120940.338641, 120948.988102, 16411.459824, 0.0081309300, 5671.200000, 12.810213
66, 0.500000, 2379, 217803.912330, 217838.315236, 68105.499741, 0.0081309300, 5671.200000, 12.810213
66, 1.000000, 3725, 341034.423486, 341162.390446, 208276.039898, 0.0081309300, 5671.200000, 12.810213
66, 2.000000, 5907, 540802.034670, 541220.318484, 650114.791726, 0.0081309300, 5671.200000, 12.810213
66, 5.000000, 11267, 1031513.438947, 1033392.040209, 3019254.121501, 0.0081309300, 5671.200000, 12.810213
66, 10.000000, 21846, 1999971.398523, 2005207.857199, 10476144.844288, 0.0081309300, 5671.200000, 12.810213
35, 0.100000, 539, 49349.871709, 49355.276309, 3847.850026, 0.0103060900, 3544.300000, 2.775198
35, 0.200000, 859, 78648.500624, 78655.215056, 10308.123592, 0.0103060900, 3544.300000, 2.775198
35, 0.500000, 1796, 164439.019003, 164453.277938, 47508.879688, 0.0103060900, 3544.300000, 2.775198
35, 1.000000, 3070, 281086.122504, 281124.763272, 159511.885429, 0.0103060900, 3544.300000, 2.775198
35, 2.000000, 5499, 503485.103604, 503616.108994, 540400.507396, 0.0103060900, 3544.300000, 2.775198
35, 5.000000, 11355, 1039663.196660, 1040543.695797, 2899965.919875, 0.0103060900, 3544.300000, 2.775198
35, 10.000000, 20126, 1842731.349871, 1844368.424473, 10038455.459246, 0.0103060900, 3544.300000, 2.775198
19, 0.100000, 371, 33964.225166, 33969.601215, 3279.317737, 0.0140491440, 3800.100000, 4.145079
19, 0.200000, 466, 42661.315737, 42667.687101, 7054.821654, 0.0140491440, 3800.100000, 4.145079
19, 0.500000, 949, 86878.924824, 86902.162869, 26698.668588, 0.0140491440, 3800.100000, 4.145079
19, 1.000000, 1488, 136223.270804, 136297.858300, 82679.665789, 0.0140491440, 3800.100000, 4.145079
19, 2.000000, 2519, 230609.175626, 230907.979013, 266657.758690, 0.0140491440, 3800.100000, 4.145079
19, 5.000000, 5821, 532900.561612, 534329.134148, 1394564.556468, 0.0140491440, 3800.100000, 4.145079
19, 10.000000, 12421, 1137117.563777, 1141121.292126, 5512402.066215, 0.0140491440, 3800.100000, 4.145079
11, 0.100000, 639, 58505.297281, 58510.510911, 5413.766284, 0.0088520480, 6039.200000, 11.529980
11, 0.200000, 848, 77640.518880, 77647.797808, 12061.761072, 0.0088520480, 6039.200000, 11.529980
11, 0.500000, 1616, 147955.690306, 147990.790823, 46636.771677, 0.0088520480, 6039.200000, 11.529980
11, 1.000000, 2802, 256541.707998, 256699.025269, 147816.102409, 0.0088520480, 6039.200000, 11.529980
11, 2.000000, 5099, 466846.632045, 467378.486729, 508838.881625, 0.0088520480, 6039.200000, 11.529980
11, 5.000000, 13510, 1236925.765723, 1238758.750749, 3014992.485257, 0.0088520480, 6039.200000, 11.529980
11, 10.000000, 28299, 2590927.825926, 2595350.382821, 12672809.615796, 0.0088520480, 6039.200000, 11.529980
3, 0.100000, 539, 49345.876173, 49349.928611, 4339.857427, 0.0080148620, 4747.400000, 10.269342
3, 0.200000, 705, 64543.217402, 64548.936171, 9987.350009, 0.0080148620, 4747.400000, 10.269342
3, 0.500000, 1229, 112515.172716, 112542.720750, 36973.985162, 0.0080148620, 4747.400000, 10.269342
3, 1.000000, 1955, 178979.791673, 179085.296812, 110545.466000, 0.0080148620, 4747.400000, 10.269342
3, 2.000000, 3540, 324084.083653, 324507.366376, 361909.952054, 0.0080148620, 4747.400000, 10.269342
3, 5.000000, 10618, 972062.107925, 973986.237173, 2194203.768676, 0.0080148620, 4747.400000, 10.269342
3, 10.000000, 28679, 2625500.792908, 2629104.219142, 11050712.252438, 0.0080148620, 4747.400000, 10.269342
156, 0.100000, 191, 17493.070187, 17493.480366, 1481.657892, 0.0029245950, 1273.600000, 2.652864
156, 0.200000, 262, 23995.590717, 23996.797206, 3508.045989, 0.0029245950, 1273.600000, 2.652864
156, 0.500000, 410, 37550.484274, 37559.398955, 12505.818884, 0.0029245950, 1273.600000, 2.652864
156, 1.000000, 634, 58066.237255, 58103.764934, 36879.803856, 0.0029245950, 1273.600000, 2.652864
156, 2.000000, 953, 87282.734833, 87400.868285, 110210.939878, 0.0029245950, 1273.600000, 2.652864
156, 5.000000, 1673, 153225.382755, 153719.754422, 474861.108430, 0.0029245950, 1273.600000, 2.652864
156, 10.000000, 3627, 332188.013678, 333386.423885, 1623833.523372, 0.0029245950, 1273.600000, 2.652864
46, 0.100000, 1378, 126245.949874, 126249.300196, 11633.603931, 0.0020041260, 12231.600000, 28.113760
46, 0.200000, 1627, 149058.688081, 149064.601139, 25479.861166, 0.0020041260, 12231.600000, 28.113760
46, 0.500000, 2254, 206502.663835, 206541.411008, 78945.549503, 0.0020041260, 12231.600000, 28.113760
46, 1.000000, 3359, 307739.377748, 308007.420429, 207378.753665, 0.0020041260, 12231.600000, 28.113760
46, 2.000000, 5539, 507459.124488, 508920.332469, 615929.687991, 0.0020041260, 12231.600000, 28.113760
46, 5.000000, 13188, 1208236.220460, 1215734.592455, 3205522.048179, 0.0020041260, 12231.600000, 28.113760
46, 10.000000, 35632, 3264538.190462, 3285368.450549, 13385845.127503, 0.0020041260, 12231.600000, 28.113760
131, 0.100000, 648, 59343.820024, 59345.921572, 5252.291212, 0.0022189670, 5624.400000, 8.455424
131, 0.200000, 1091, 99913.045025, 99918.600889, 13246.236032, 0.0022189670, 5624.400000, 8.455424
131, 0.500000, 2594, 237555.679621, 237603.156741, 62921.557337, 0.0022189670, 5624.400000, 8.455424
131, 1.000000, 3982, 364667.433448, 364803.511811, 213636.584654, 0.0022189670, 5624.400000, 8.455424
131, 2.000000, 6061, 555058.840531, 555493.770486, 676936.353027, 0.0022189670, 5624.400000, 8.455424
131, 5.000000, 10580, 968899.748040, 971178.724182, 3006871.979639, 0.0022189670, 5624.400000, 8.455424
131, 10.000000, 18549, 1698681.795442, 1705674.673559, 9695332.031127, 0.0022189670, 5624.400000, 8.455424
115, 0.100000, 375, 34338.436177, 34340.034466, 3323.096769, 0.0033370070, 3923.100000, 4.881216
115, 0.200000, 430, 39374.761045, 39376.941257, 6993.020329, 0.0033370070, 3923.100000, 4.881216
115, 0.500000, 1565, 143303.742853, 143346.886501, 30016.559452, 0.0033370070, 3923.100000, 4.881216
115, 1.000000, 2561, 234505.191157, 234607.350081, 129538.813921, 0.0033370070, 3923.100000, 4.881216
115, 2.000000, 3540, 324151.242361, 324447.292279, 412595.166573, 0.0033370070, 3923.100000, 4.881216
115, 5.000000, 6313, 578073.812523, 579686.675851, 1747448.804791, 0.0033370070, 3923.100000, 4.881216
115, 10.000000, 13484, 1234711.268016, 1240041.135412, 6267475.549739, 0.0033370070, 3923.100000, 4.881216
132, 0.100000, 245, 22437.839144, 22438.699182, 2136.999598, 0.0026289800, 2260.400000, 2.066632
132, 0.200000, 276, 25276.917541, 25278.143503, 4484.285596, 0.0026289800, 2260.400000, 2.066632
132, 0.500000, 371, 33977.292766, 33983.618277, 13301.028359, 0.0026289800, 2260.400000, 2.066632
132, 1.000000, 530, 48538.947374, 48579.512478, 33752.170833, 0.0026289800, 2260.400000, 2.066632
132, 2.000000, 911, 83432.128545, 83661.193160, 98735.327229, 0.0026289800, 2260.400000, 2.066632
132, 5.000000, 1774, 162468.294076, 163796.988857, 481057.139985, 0.0026289800, 2260.400000, 2.066632
132, 10.000000, 4262, 390324.492087, 393968.986515, 1665481.137823, 0.0026289800, 2260.400000, 2.066632
107, 0.100000, 986, 90298.525790, 90303.432227, 7956.740174, 0.0042940730, 8429.200000, 14.379900
107, 0.200000, 1288, 117956.359707, 117963.916014, 18364.946499, 0.0042940730, 8429.200000, 14.379900
107, 0.500000, 2056, 188291.508155, 188325.340491, 64763.015436, 0.0042940730, 8429.200000, 14.379900
107, 1.000000, 3326, 304600.329477, 304775.974540, 187049.466280, 0.0042940730, 8429.200000, 14.379900
107, 2.000000, 5540, 507361.259533, 508143.651204, 592273.917966, 0.0042940730, 8429.200000, 14.379900
107, 5.000000, 13353, 1222877.522152, 1227665.149840, 3101788.945554, 0.0042940730, 8429.200000, 14.379900
107, 10.000000, 32735, 2997883.643560, 3008785.582404, 13368861.225286, 0.0042940730, 8429.200000, 14.379900
116, 0.100000, 538, 49280.976302, 49282.885523, 4072.379937, 0.0060438810, 4061.700000, 6.634580
116, 0.200000, 767, 70257.392024, 70261.169077, 10086.943876, 0.0060438810, 4061.700000, 6.634580
116, 0.500000, 1441, 131995.833652, 132018.234059, 40526.446335, 0.0060438810, 4061.700000, 6.634580
116, 1.000000, 2323, 212787.230058, 212874.161304, 127514.179320, 0.0060438810, 4061.700000, 6.634580
116, 2.000000, 4019, 368141.176735, 368438.239085, 417714.816119, 0.0060438810, 4061.700000, 6.634580
116, 5.000000, 10484, 960337.212457, 961548.315444, 2332969.236511, 0.0060438810, 4061.700000, 6.634580
116, 10.000000, 20259, 1855738.160875, 1857805.474540, 9447856.570274, 0.0060438810, 4061.700000, 6.634580
4, 0.100000, 758, 69423.555400, 69427.276528, 6019.730833, 0.0086513580, 6306.700000, 10.743946
4, 0.200000, 1158, 106058.538269, 106065.577430, 14646.263403, 0.0086513580, 6306.700000, 10.743946
4, 0.500000, 2314, 211933.271328, 211966.139039, 63140.240093, 0.0086513580, 6306.700000, 10.743946
4, 1.000000, 4181, 382926.041491, 383036.420860, 212487.015546, 0.0086513580, 6306.700000, 10.743946
4, 2.000000, 7993, 732054.907029, 732380.864918, 772496.417419, 0.0086513580, 6306.700000, 10.743946
4, 5.000000, 18086, 1656428.056821, 1657590.201800, 4413226.086397, 0.0086513580, 6306.700000, 10.743946
4, 10.000000, 32931, 3016006.206004, 3019375.160398, 16109138.756739, 0.0086513580, 6306.700000, 10.743946
75, 0.100000, 1418, 129831.520776, 129843.770416, 12369.608213, 0.0047273180, 14214.400000, 22.110012
75, 0.200000, 1624, 148692.103255, 148706.354192, 26301.379798, 0.0047273180, 14214.400000, 22.110012
75, 0.500000, 2228, 203993.818064, 204040.214658, 79291.890213, 0.0047273180, 14214.400000, 22.110012
75, 1.000000, 3197, 292714.829826, 292949.151454, 203904.873483, 0.0047273180, 14214.400000, 22.110012
75, 2.000000, 5591, 511905.530820, 513441.495045, 598654.142077, 0.0047273180, 14214.400000, 22.110012
75, 5.000000, 14819, 1356802.837206, 1365651.440123, 3395242.058347, 0.0047273180, 14214.400000, 22.110012
75, 10.000000, 37662, 3448316.533824, 3469602.199137, 14994268.708927, 0.0047273180, 14214.400000, 22.110012
100, 0.100000, 755, 69149.729789, 69151.559751, 5920.782665, 0.0041384560, 5876.400000, 9.588888
100, 0.200000, 1100, 100748.576238, 100753.348567, 14391.312179, 0.0041384560, 5876.400000, 9.588888
100, 0.500000, 1982, 181531.472784, 181560.235493, 56445.211472, 0.0041384560, 5876.400000, 9.588888
100, 1.000000, 3585, 328350.618996, 328477.205566, 183515.090325, 0.0041384560, 5876.400000, 9.588888
100, 2.000000, 6559, 600739.422748, 601186.036318, 651990.647490, 0.0041384560, 5876.400000, 9.588888
100, 5.000000, 12443, 1139649.419313, 1141779.562071, 3342228.284387, 0.0041384560, 5876.400000, 9.588888
100, 10.000000, 20512, 1878680.341026, 1884832.624043, 10816962.166489, 0.0041384560, 5876.400000, 9.588888
37, 0.100000, 1084, 99296.324664, 99301.057952, 8334.031616, 0.0047550200, 5658.300000, 8.617244
37, 0.200000, 1544, 141432.940647, 141440.792419, 20488.127448, 0.0047550200, 5658.300000, 8.617244
37, 0.500000, 3518, 322257.867710, 322292.495933, 103133.897291, 0.0047550200, 5658.300000, 8.617244
37, 1.000000, 4905, 449310.535019, 449436.843488, 296681.369742, 0.0047550200, 5658.300000, 8.617244
37, 2.000000, 7477, 684914.736572, 685466.969871, 863488.886331, 0.0047550200, 5658.300000, 8.617244
37, 5.000000, 16032, 1468584.226815, 1470586.372738, 4062793.739233, 0.0047550200, 5658.300000, 8.617244
37, 10.000000, 31261, 2863634.622124, 2867929.234683, 14851952.788507, 0.0047550200, 5658.300000, 8.617244
5, 0.100000, 1219, 111667.211896, 111675.115958, 9856.723419, 0.0054741810, 10433.600000, 14.783904
5, 0.200000, 1533, 140431.131881, 140441.255584, 22395.027969, 0.0054741810, 10433.600000, 14.783904
5, 0.500000, 2599, 238083.640556, 238124.315548, 78135.529559, 0.0054741810, 10433.600000, 14.783904
5, 1.000000, 5183, 474799.740121, 475074.057464, 253367.332183, 0.0054741810, 10433.600000, 14.783904
5, 2.000000, 11255, 1031048.738190, 1032065.114054, 1009349.829213, 0.0054741810, 10433.600000, 14.783904
5, 5.000000, 32175, 2947502.479874, 2951568.802294, 6749162.155207, 0.0054741810, 10433.600000, 14.783904
5, 10.000000, 74411, 6816699.537578, 6826688.413338, 31040504.891472, 0.0054741810, 10433.600000, 14.783904
13, 0.100000, 746, 68337.307819, 68341.669424, 5825.012319, 0.0074958120, 5647.200000, 18.070335
13, 0.200000, 1114, 102047.279051, 102054.899598, 14262.099726, 0.0074958120, 5647.200000, 18.070335
13, 0.500000, 2000, 183208.687381, 183242.230423, 57900.573191, 0.0074958120, 5647.200000, 18.070335
13, 1.000000, 3352, 307057.678753, 307185.795652, 182141.172374, 0.0074958120, 5647.200000, 18.070335
13, 2.000000, 5481, 502084.233508, 502511.596312, 586782.056706, 0.0074958120, 5647.200000, 18.070335
13, 5.000000, 11853, 1085794.198581, 1087433.734316, 2952958.630740, 0.0074958120, 5647.200000, 18.070335
13, 10.000000, 24253, 2221709.977582, 2225913.823961, 11160945.425250, 0.0074958120, 5647.200000, 18.070335
45, 0.100000, 716, 65592.903175, 65595.818661, 5292.159345, 0.0064400410, 4710.200000, 5.928854
45, 0.200000, 963, 88220.934650, 88226.209848, 12999.127643, 0.0064400410, 4710.200000, 5.928854
45, 0.500000, 1651, 151250.092928, 151279.375460, 49022.801716, 0.0064400410, 4710.200000, 5.928854
45, 1.000000, 2629, 240846.973814, 240967.761953, 146403.521582, 0.0064400410, 4710.200000, 5.928854
45, 2.000000, 4528, 414818.733317, 415212.629220, 474395.937336, 0.0064400410, 4710.200000, 5.928854
45, 5.000000, 11425, 1046671.117792, 1047925.778346, 2649783.437144, 0.0064400410, 4710.200000, 5.928854
45, 10.000000, 24881, 2279420.900981, 2282321.816794, 10935021.465706, 0.0064400410, 4710.200000, 5.928854
92, 0.100000, 912, 83533.378656, 83540.713505, 7315.917611, 0.0097203240, 7482.600000, 11.303070
92, 0.200000, 1308, 119804.708851, 119815.072581, 17382.219925, 0.0097203240, 7482.600000, 11.303070
92, 0.500000, 2581, 236403.900038, 236446.488504, 71396.225883, 0.0097203240, 7482.600000, 11.303070
92, 1.000000, 4362, 399533.298626, 399673.542421, 231453.503583, 0.0097203240, 7482.600000, 11.303070
92, 2.000000, 7382, 676148.256812, 676628.832226, 771938.270628, 0.0097203240, 7482.600000, 11.303070
92, 5.000000, 15675, 1435741.914361, 1437843.532066, 3933076.905252, 0.0097203240, 7482.600000, 11.303070
92, 10.000000, 33761, 3092319.905903, 3097366.069086, 15114653.700261, 0.0097203240, 7482.600000, 11.303070
76, 0.100000, 1043, 95529.115915, 95535.798229, 8193.387398, 0.0082915940, 8223.900000, 13.289305
76, 0.200000, 1395, 127769.054104, 127779.027500, 19318.081155, 0.0082915940, 8223.900000, 13.289305
76, 0.500000, 2353, 215512.802154, 215558.498750, 71433.322395, 0.0082915940, 8223.900000, 13.289305
76, 1.000000, 3717, 340442.467413, 340634.704374, 210280.444859, 0.0082915940, 8223.900000, 13.289305
76, 2.000000, 6274, 574640.131045, 575331.748983, 667115.820731, 0.0082915940, 8223.900000, 13.289305
76, 5.000000, 13394, 1226765.634584, 1229566.202445, 3386522.254152, 0.0082915940, 8223.900000, 13.289305
76, 10.000000, 26246, 2403886.218740, 2411704.438353, 12414071.076825, 0.0082915940, 8223.900000, 13.289305
60, 0.100000, 389, 35628.772782, 35632.642295, 3227.508954, 0.0120993880, 3744.700000, 3.751055
60, 0.200000, 569, 52115.477586, 52120.905930, 7552.588842, 0.0120993880, 3744.700000, 3.751055
60, 0.500000, 1109, 101574.759487, 101598.528248, 30777.864485, 0.0120993880, 3744.700000, 3.751055
60, 1.000000, 1846, 169077.219465, 169158.160403, 99259.969398, 0.0120993880, 3744.700000, 3.751055
60, 2.000000, 3208, 293824.158818, 294107.889681, 331306.793734, 0.0120993880, 3744.700000, 3.751055
60, 5.000000, 7969, 729892.833296, 730901.520218, 1872069.426241, 0.0120993880, 3744.700000, 3.751055
60, 10.000000, 15086, 1381738.525952, 1384023.924293, 7193016.139584, 0.0120993880, 3744.700000, 3.751055
20, 0.100000, 403, 36909.861689, 36913.493278, 3112.060364, 0.0122766560, 3520.300000, 4.947777
20, 0.200000, 617, 56510.267908, 56515.587990, 7703.105192, 0.0122766560, 3520.300000, 4.947777
20, 0.500000, 1264, 115768.533311, 115788.840778, 33563.491519, 0.0122766560, 3520.300000, 4.947777
20, 1.000000, 2195, 201037.467087, 201104.287638, 113187.106073, 0.0122766560, 3520.300000, 4.947777
20, 2.000000, 4006, 366904.026760, 367121.533246, 396977.155107, 0.0122766560, 3520.300000, 4.947777
20, 5.000000, 9060, 829788.554915, 830615.503841, 2208139.466065, 0.0122766560, 3520.300000, 4.947777
20, 10.000000, 16715, 1530876.758211, 1532968.827982, 8091611.100938, 0.0122766560, 3520.300000, 4.947777
69, 0.100000, 206, 18872.015222, 18872.017908, 1884.246586, 0.0000373359, 2458.700000, 2.435296
69, 0.200000, 215, 19696.482482, 19696.555037, 3812.556402, 0.0000373359, 2458.700000, 2.435296
69, 0.500000, 318, 29131.925775, 29137.090401, 11144.750800, 0.0000373359, 2458.700000, 2.435296
69, 1.000000, 405, 37101.955799, 37120.589114, 27575.266572, 0.0000373359, 2458.700000, 2.435296
69, 2.000000, 1242, 113783.181347, 114261.016896, 102810.640984, 0.0000373359, 2458.700000, 2.435296
69, 5.000000, 3180, 291328.248131, 292808.413412, 739884.974789, 0.0000373359, 2458.700000, 2.435296
69, 10.000000, 5993, 549031.888304, 552284.898775, 2817845.740809, 0.0000373359, 2458.700000, 2.435296
148, 0.100000, 251, 22991.083854, 22993.061868, 2001.655484, 0.0041451510, 1904.200000, 1.183552
148, 0.200000, 336, 30776.932861, 30779.701518, 4741.291142, 0.0041451510, 1904.200000, 1.183552
148, 0.500000, 494, 45249.395348, 45259.698973, 16568.279983, 0.0041451510, 1904.200000, 1.183552
148, 1.000000, 674, 61737.008039, 61783.795164, 43157.878143, 0.0041451510, 1904.200000, 1.183552
148, 2.000000, 1012, 92697.006507, 92887.616235, 120582.248042, 0.0041451510, 1904.200000, 1.183552
148, 5.000000, 1783, 163318.785456, 164324.466550, 511193.004585, 0.0041451510, 1904.200000, 1.183552
148, 10.000000, 3419, 313173.810579, 315852.485362, 1666816.903360, 0.0041451510, 1904.200000, 1.183552
6, 0.100000, 624, 57175.578250, 57181.146052, 5165.969392, 0.0097754300, 5542.500000, 7.308532
6, 0.200000, 824, 75501.084428, 75508.598452, 11752.244162, 0.0097754300, 5542.500000, 7.308532
6, 0.500000, 1472, 134875.578328, 134910.307145, 43437.270309, 0.0097754300, 5542.500000, 7.308532
6, 1.000000, 2443, 223845.690918, 223981.720571, 132670.684372, 0.0097754300, 5542.500000, 7.308532
6, 2.000000, 4418, 404809.794299, 405276.198462, 446944.164574, 0.0097754300, 5542.500000, 7.308532
6, 5.000000, 11385, 1043178.480970, 1044887.120620, 2591606.577294, 0.0097754300, 5542.500000, 7.308532
6, 10.000000, 23840, 2184397.069494, 2187564.392296, 10649948.277890, 0.0097754300, 5542.500000, 7.308532
27, 0.100000, 741, 67864.697037, 67882.649706, 5602.645550, 0.0092280380, 6103.900000, 8.145844
27, 0.200000, 1028, 94149.276449, 94169.754685, 13519.582645, 0.0092280380, 6103.900000, 8.145844
